"";"paste";"dotmusic";"bostonglobe";"filter";"independent";"revolver";"blabbermouth";"blare";"rapreviews";"kerrang";"times";"q";"yahoo";"ign";"roughstock";"allmusic";"austinchronicle";"drownedinsound";"stylus";"slant";"usatoday";"metalhammer";"about";"americansongwriter";"djbooth";"vibe";"prefix";"phoenix";"beatsperminute";"rollingstone";"digitalspy";"e";"fly";"entertainment";"robertchristgau";"observer";"xxl";"mojo";"chicagotribune";"now";"absolutepunk";"nme";"rocksound";"noripcord";"consequenceofsound";"newyorktimes";"hotpress";"cokemachineglow";"chartattack";"popmatters";"skinny";"underradar";"hiphopdx";"melodic";"dusted";"punknews";"countryweekly";"villagevoice";"musicbox";"billboard";"thisisfakediy";"people";"blender";"uncut";"playlouder";"tinymixtapes";"clash";"guardian";"artistdirect";"dailytelegraph";"musicomh";"exclaim";"onethirtybpm";"washingtonpost";"bbc";"a";"sputnikmusic";"urb";"rollingstonealbumguide";"rockfeedback";"pitchforkmedia";"virgin";"losangelestimes";"entertainmentweekly";"msnmusic";"okayplayer";"spin";"alternativepress"
"http://dbpedia.org/resource/Everything_to_Everyone";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";""
"http://dbpedia.org/resource/Only_One_Flo_(Part_1)";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"0.7";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";""
"http://dbpedia.org/resource/The_Path_of_Totality";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.75";"";"0.8";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"0.8";"0.1";"";"";"";"";"";"0.7";"0.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"0.5";"0";"0.1";"";"";"";"";"";"";"";"";"";"0.7";""
"http://dbpedia.org/resource/The_Fray_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"0.83";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"0.5";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"0.4";"";"";"";"";"";"";"0.6499999999999999";"";"";"";""
"http://dbpedia.org/resource/Time_Changes_Everything";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/I_Phantom";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"0.8500000000000001";"";"";"";"";"";"";"0.8";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.8";"0.8";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8300000000000001";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Stories_from_the_City,_Stories_from_the_Sea";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9500000000000001";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.55";"";"0.875";"0.9";"";"";"0.8";""
"http://dbpedia.org/resource/Elk-Lake_Serenade";"";"";"";"";"0.8";"";"";"";"";"";"";"0.8";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6799999999999999";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Augustana_(album)";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Conatus_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"0.6";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"0.8";"";"";"";"";"0.8500000000000001";"";"";"";"";"0.77";"";"0.875";"";"";"";"0.8";""
"http://dbpedia.org/resource/The_World_I_Want_to_Leave_Behind";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Underclass_Hero";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"0.74";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"0.2";"";"";"";"";"";"";"0.8";"";"";"";""
"http://dbpedia.org/resource/A_Ghost_Is_Born";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"0.6";"1.0";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"0.6599999999999999";"";"0.875";"0.8";"";"";"0.6";""
"http://dbpedia.org/resource/I_Am..._Sasha_Fierce";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"0.6";"";"";"";"";"";"";"";"0.8";"";"";"";"";"0.5700000000000001";"";"";"0.8500000000000001";"";"";"0.4";""
"http://dbpedia.org/resource/The_Oracle_(album)";"";"";"";"";"";"";"";"";"";"0.4";"";"0.6";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6499999999999999";"";"";"";""
"http://dbpedia.org/resource/The_Decline_of_British_Sea_Power";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.77";"";"";"";"";"";"";""
"http://dbpedia.org/resource/No_Boys_Allowed";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"0.5";"0.625";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"0.75";"";"";"";""
"http://dbpedia.org/resource/Satan's_Circus";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"0.6";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"0.2";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"0.625";"";"";"";"";""
"http://dbpedia.org/resource/About_a_Boy_(soundtrack)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"0.49000000000000005";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Imaad_Wasif_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.65";"";"";"";"";"";"";""
"http://dbpedia.org/resource/The_Rose_Has_Teeth_in_the_Mouth_of_a_Beast";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"0.8";"0.8500000000000001";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Mic_Tyson";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Crack_the_Skye";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"0.88";"";"1.0";"";"";"1";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"0.8";""
"http://dbpedia.org/resource/Panic_of_Girls";"0.8";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"0.7";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"0.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Fabulous_Muscles";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Harmonicraft";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"0.9";"";"";"";"0.6";"";"";"";"";"";"";""
"http://dbpedia.org/resource/All_6's_and_7's";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"0.74";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";""
"http://dbpedia.org/resource/The_Age_of_Miracles";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Separation_Sunday";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"0.8699999999999999";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Liverpool_8";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"0.6";"";"";"";"";"";"";"0.8";"";"";"";"";"0.5";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"0.7";"1";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Beat_'Em_Up";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.25";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Gorilla_Manor";"0.74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"0.6";"";"";"0.9";"";"";"";"1";"";"";"";"";"";"0.8400000000000001";"";"";"";"";"";"";""
"http://dbpedia.org/resource/A_French_Kiss_in_the_Chaos";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/A_Man's_Thoughts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"0.75";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"0.5";"0.6";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"0.7";"";"";"";""
"http://dbpedia.org/resource/HoboSapiens";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"0.9";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/The_Wombats_Proudly_Present:_This_Modern_Glitch";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Andrew_Bird_&_the_Mysterious_Production_of_Eggs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Kaputt_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.8800000000000001";"";"0.875";"0.9";"0.8500000000000001";"";"0.7";""
"http://dbpedia.org/resource/Brooklyn's_Don_Diva";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"0.6";"";"0.6";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.36";"0.4";""
"http://dbpedia.org/resource/All_at_Once_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Empros";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.77";"";"";"";"";"";"0.7";""
"http://dbpedia.org/resource/15_Again";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.72";"";"";"0.8500000000000001";"";"";"0.6";""
"http://dbpedia.org/resource/Crossing_Muddy_Waters";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Early_21st_Century_Blues";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Authenticity_(Foreign_Exchange_album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Threes_(album)";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"0.8";"";"0.8";"0.2";"";"0.6499999999999999";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.61";"";"";"";"";"";"0.6";""
"http://dbpedia.org/resource/Let_England_Shake";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"1.0";"";"";"";"";"";"";"";"";"";"";"0.8800000000000001";"";"1.0";"0.9";"0.8500000000000001";"";"0.9";""
"http://dbpedia.org/resource/Stealing_of_a_Nation";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"0.8";"0.5";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"0.4";"";"";"";"";"";"";"";"";"";"0.6";"";"";"0.21000000000000002";"";"";"";"";"";"0.75";""
"http://dbpedia.org/resource/Lights_and_Sounds";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"0.2";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"0.4";"0.51";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"0.8500000000000001";"";"";"";""
"http://dbpedia.org/resource/Asleep_in_the_Bread_Aisle";"";"";"1";"";"";"";"";"";"0.75";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"0.6";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"0.4";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Fall_Heads_Roll";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.78";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Something_to_Die_For";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.68";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/The_Greatest_Story_Never_Told";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.8";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"0.91";"";""
"http://dbpedia.org/resource/The_Color_Spectrum";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.89";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8"
"http://dbpedia.org/resource/R.A.P._Music";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"0.8";"";"1.0";"0.8";"";"0.5";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8500000000000001";"1.0";"";"";"";"0.86";"";"";"";"";"";"0.9";""
"http://dbpedia.org/resource/The_Time_of_Our_Lives_(EP)";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"0.7";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"0.8";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8500000000000001";"";"";"";""
"http://dbpedia.org/resource/Ariels";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Murs_3:16:_The_9th_Edition";"";"";"";"";"";"";"";"";"0.85";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8099999999999999";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Black_Dialogue";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"0.5";"";"";"";"";"";"";"";"0.8500000000000001";"";"";"";""
"http://dbpedia.org/resource/Seek_Magic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8300000000000001";"";"";"";"";"";"";""
